t,id,x,y,dx,dy,dt
280.0,15.0,3.12,2.91,0.020000000000000018,0.4500000000000002,1.0
280.0,16.0,2.27,2.56,-0.20999999999999996,0.73,1.0
280.0,17.0,2.0,-4.23,0.07000000000000006,0.8599999999999994,1.0
280.0,18.0,3.27,-3.24,0.029999999999999805,0.69,1.0
290.0,12.0,1.31,-6.13,0.07000000000000006,-0.6799999999999997,1.0
290.0,13.0,0.71,-5.87,0.029999999999999916,-0.7700000000000005,1.0
290.0,17.0,2.03,-3.38,0.029999999999999805,0.8500000000000005,1.0
290.0,18.0,3.26,-2.57,-0.010000000000000231,0.6700000000000004,1.0
300.0,12.0,1.26,-6.95,-0.050000000000000044,-0.8200000000000003,1.0
300.0,13.0,0.72,-6.6,0.010000000000000009,-0.7299999999999995,1.0
300.0,17.0,1.98,-2.53,-0.04999999999999982,0.8500000000000001,1.0
300.0,18.0,3.21,-1.88,-0.04999999999999982,0.69,1.0
310.0,12.0,1.3,-7.73,0.040000000000000036,-0.7800000000000002,1.0
310.0,13.0,0.77,-7.35,0.050000000000000044,-0.75,1.0
310.0,17.0,1.95,-1.66,-0.030000000000000027,0.8699999999999999,1.0
310.0,18.0,3.22,-1.22,0.010000000000000231,0.6599999999999999,1.0
320.0,12.0,1.3,-8.48,0.0,-0.75,1.0
320.0,13.0,0.79,-8.19,0.020000000000000018,-0.8399999999999999,1.0
320.0,17.0,1.92,-0.85,-0.030000000000000027,0.8099999999999999,1.0
320.0,18.0,3.22,-0.53,0.0,0.69,1.0
320.0,19.0,0.36,1.64,,,
330.0,17.0,1.91,-0.02,-0.010000000000000009,0.83,1.0
330.0,18.0,3.29,0.12,0.06999999999999984,0.65,1.0
330.0,19.0,0.44,2.06,0.08000000000000002,0.42000000000000015,1.0
340.0,17.0,2.03,0.84,0.11999999999999988,0.86,1.0
340.0,18.0,3.43,0.85,0.14000000000000012,0.73,1.0
340.0,19.0,0.57,2.5,0.12999999999999995,0.43999999999999995,1.0
350.0,17.0,1.98,1.56,-0.04999999999999982,0.7200000000000001,1.0
350.0,18.0,3.44,1.44,0.009999999999999787,0.59,1.0
350.0,19.0,0.61,2.96,0.040000000000000036,0.45999999999999996,1.0
410.0,20.0,1.56,2.44,,,
420.0,20.0,1.49,1.84,-0.07000000000000006,-0.5999999999999999,1.0
430.0,20.0,1.45,1.21,-0.040000000000000036,-0.6300000000000001,1.0
430.0,21.0,2.59,-6.3,,,
440.0,20.0,1.36,0.57,-0.08999999999999986,-0.64,1.0
440.0,21.0,2.56,-5.53,-0.029999999999999805,0.7699999999999996,1.0
450.0,20.0,1.29,-0.06,-0.07000000000000006,-0.6299999999999999,1.0
450.0,21.0,2.53,-4.77,-0.03000000000000025,0.7600000000000007,1.0
460.0,20.0,1.22,-0.71,-0.07000000000000006,-0.6499999999999999,1.0
460.0,21.0,2.45,-4.04,-0.07999999999999963,0.7299999999999995,1.0
470.0,20.0,1.13,-1.34,-0.09000000000000008,-0.6300000000000001,1.0
470.0,21.0,2.44,-3.31,-0.010000000000000231,0.73,1.0
470.0,23.0,2.24,-7.48,,,
480.0,20.0,1.1,-2.0,-0.029999999999999805,-0.6599999999999999,1.0
480.0,21.0,2.38,-2.57,-0.06000000000000005,0.7400000000000002,1.0
480.0,23.0,2.19,-6.74,-0.050000000000000266,0.7400000000000002,1.0
490.0,20.0,1.05,-2.65,-0.050000000000000044,-0.6499999999999999,1.0
490.0,21.0,2.29,-1.9,-0.08999999999999986,0.6699999999999999,1.0
490.0,23.0,2.14,-5.98,-0.04999999999999982,0.7599999999999998,1.0
500.0,20.0,1.08,-3.32,0.030000000000000027,-0.6699999999999999,1.0
500.0,21.0,2.25,-1.17,-0.040000000000000036,0.73,1.0
500.0,23.0,2.17,-5.23,0.029999999999999805,0.75,1.0
500.0,24.0,0.27,2.65,,,
500.0,25.0,-0.67,2.78,,,
500.0,26.0,3.53,-4.1,,,
510.0,20.0,1.06,-4.14,-0.020000000000000018,-0.8199999999999998,1.0
510.0,21.0,2.18,-0.46,-0.06999999999999984,0.71,1.0
510.0,23.0,2.11,-4.41,-0.06000000000000005,0.8200000000000003,1.0
510.0,24.0,0.44,2.34,0.16999999999999998,-0.31000000000000005,1.0
510.0,25.0,-0.45,2.56,0.22000000000000003,-0.21999999999999975,1.0
510.0,26.0,3.45,-3.58,-0.07999999999999963,0.5199999999999996,1.0
520.0,20.0,1.04,-4.73,-0.020000000000000018,-0.5900000000000007,1.0
520.0,21.0,2.27,0.38,0.08999999999999986,0.8400000000000001,1.0
520.0,23.0,2.11,-3.65,0.0,0.7600000000000002,1.0
520.0,24.0,0.58,2.1,0.13999999999999996,-0.23999999999999977,1.0
520.0,25.0,-0.29,2.33,0.16000000000000003,-0.22999999999999998,1.0
520.0,26.0,3.43,-3.05,-0.020000000000000018,0.5300000000000002,1.0
530.0,20.0,1.07,-5.4,0.030000000000000027,-0.6699999999999999,1.0
530.0,21.0,2.25,1.09,-0.020000000000000018,0.7100000000000001,1.0
530.0,23.0,1.95,-2.86,-0.15999999999999992,0.79,1.0
530.0,24.0,0.7,1.88,0.12,-0.2200000000000002,1.0
530.0,25.0,-0.09,2.1,0.19999999999999998,-0.22999999999999998,1.0
530.0,26.0,3.39,-2.57,-0.040000000000000036,0.48,1.0
530.0,27.0,2.38,-7.98,,,
540.0,20.0,1.11,-6.11,0.040000000000000036,-0.71,1.0
540.0,21.0,2.19,1.77,-0.06000000000000005,0.6799999999999999,1.0
540.0,23.0,1.86,-2.09,-0.08999999999999986,0.77,1.0
540.0,24.0,0.72,1.61,0.020000000000000018,-0.2699999999999998,1.0
540.0,25.0,0.05,1.83,0.14,-0.27,1.0
540.0,26.0,3.34,-2.06,-0.050000000000000266,0.5099999999999998,1.0
540.0,27.0,2.42,-7.33,0.040000000000000036,0.6500000000000004,1.0
550.0,20.0,1.26,-6.86,0.1499999999999999,-0.75,1.0
550.0,21.0,2.2,2.44,0.010000000000000231,0.6699999999999999,1.0
550.0,23.0,1.87,-1.36,0.010000000000000009,0.7299999999999998,1.0
550.0,24.0,0.76,1.34,0.040000000000000036,-0.27,1.0
550.0,25.0,0.15,1.52,0.09999999999999999,-0.31000000000000005,1.0
550.0,26.0,3.35,-1.55,0.010000000000000231,0.51,1.0
550.0,27.0,2.49,-6.7,0.07000000000000028,0.6299999999999999,1.0
560.0,20.0,1.36,-7.58,0.10000000000000009,-0.7199999999999998,1.0
560.0,23.0,1.86,-0.6,-0.010000000000000009,0.7600000000000001,1.0
560.0,24.0,0.83,1.0,0.06999999999999995,-0.3400000000000001,1.0
560.0,25.0,0.27,1.22,0.12000000000000002,-0.30000000000000004,1.0
560.0,26.0,3.24,-1.06,-0.10999999999999988,0.49,1.0
560.0,27.0,2.44,-6.02,-0.050000000000000266,0.6800000000000006,1.0
570.0,20.0,1.48,-8.26,0.11999999999999988,-0.6799999999999997,1.0
570.0,23.0,1.94,0.1,0.07999999999999985,0.7,1.0
570.0,24.0,0.82,0.68,-0.010000000000000009,-0.31999999999999995,1.0
570.0,25.0,0.26,0.9,-0.010000000000000009,-0.31999999999999995,1.0
570.0,26.0,3.19,-0.6,-0.050000000000000266,0.4600000000000001,1.0
570.0,27.0,2.44,-5.35,0.0,0.6699999999999999,1.0
580.0,20.0,1.6,-8.94,0.1200000000000001,-0.6799999999999997,1.0
580.0,23.0,2.0,0.84,0.06000000000000005,0.74,1.0
580.0,24.0,0.85,0.35,0.030000000000000027,-0.33000000000000007,1.0
580.0,25.0,0.3,0.59,0.03999999999999998,-0.31000000000000005,1.0
580.0,26.0,3.19,-0.1,0.0,0.5,1.0
580.0,27.0,2.44,-4.73,0.0,0.6199999999999992,1.0
590.0,20.0,1.66,-9.65,0.05999999999999983,-0.7100000000000009,1.0
590.0,23.0,2.03,1.61,0.029999999999999805,0.7700000000000001,1.0
590.0,24.0,0.99,0.01,0.14,-0.33999999999999997,1.0
590.0,25.0,0.27,0.28,-0.02999999999999997,-0.30999999999999994,1.0
590.0,26.0,3.15,0.4,-0.040000000000000036,0.5,1.0
590.0,27.0,2.35,-4.08,-0.08999999999999986,0.6500000000000004,1.0
590.0,28.0,0.74,3.69,,,
600.0,23.0,2.23,2.33,0.20000000000000018,0.72,1.0
600.0,24.0,1.07,-0.32,0.08000000000000007,-0.33,1.0
600.0,25.0,0.26,-0.05,-0.010000000000000009,-0.33,1.0
600.0,26.0,3.19,0.88,0.040000000000000036,0.48,1.0
600.0,27.0,2.42,-3.44,0.06999999999999984,0.6400000000000001,1.0
600.0,28.0,0.78,3.36,0.040000000000000036,-0.33000000000000007,1.0
610.0,24.0,1.13,-0.71,0.05999999999999983,-0.38999999999999996,1.0
610.0,25.0,0.3,-0.39,0.03999999999999998,-0.34,1.0
610.0,26.0,3.22,1.36,0.03000000000000025,0.4800000000000001,1.0
610.0,27.0,2.46,-2.9,0.040000000000000036,0.54,1.0
610.0,28.0,0.87,3.03,0.08999999999999997,-0.33000000000000007,1.0
620.0,24.0,1.22,-1.08,0.09000000000000008,-0.3700000000000001,1.0
620.0,25.0,0.26,-0.78,-0.03999999999999998,-0.39,1.0
620.0,26.0,3.18,1.84,-0.040000000000000036,0.48,1.0
620.0,27.0,2.44,-2.36,-0.020000000000000018,0.54,1.0
620.0,28.0,0.92,2.66,0.050000000000000044,-0.36999999999999966,1.0
630.0,24.0,1.29,-1.47,0.07000000000000006,-0.3899999999999999,1.0
630.0,25.0,0.34,-1.18,0.08000000000000002,-0.3999999999999999,1.0
630.0,27.0,2.62,-1.94,0.18000000000000016,0.41999999999999993,1.0
630.0,28.0,0.96,2.31,0.039999999999999925,-0.3500000000000001,1.0
640.0,24.0,1.33,-1.82,0.040000000000000036,-0.3500000000000001,1.0
640.0,25.0,0.37,-1.57,0.02999999999999997,-0.3900000000000001,1.0
640.0,27.0,2.84,-1.61,0.21999999999999975,0.32999999999999985,1.0
640.0,28.0,1.07,1.96,0.1100000000000001,-0.3500000000000001,1.0
650.0,24.0,1.42,-2.18,0.08999999999999986,-0.3600000000000001,1.0
650.0,25.0,0.42,-1.96,0.04999999999999999,-0.3899999999999999,1.0
650.0,27.0,3.04,-1.23,0.20000000000000018,0.3800000000000001,1.0
650.0,28.0,1.11,1.63,0.040000000000000036,-0.33000000000000007,1.0
660.0,24.0,1.49,-2.54,0.07000000000000006,-0.3599999999999999,1.0
660.0,25.0,0.5,-2.33,0.08000000000000002,-0.3700000000000001,1.0
660.0,28.0,1.1,1.26,-0.010000000000000009,-0.3699999999999999,1.0
670.0,24.0,1.5,-2.91,0.010000000000000009,-0.3700000000000001,1.0
670.0,25.0,0.54,-2.74,0.040000000000000036,-0.41000000000000014,1.0
670.0,28.0,1.15,0.91,0.04999999999999982,-0.35,1.0
680.0,24.0,1.54,-3.31,0.040000000000000036,-0.3999999999999999,1.0
680.0,25.0,0.66,-3.14,0.12,-0.3999999999999999,1.0
680.0,28.0,1.2,0.56,0.050000000000000044,-0.35,1.0
690.0,24.0,1.64,-3.8,0.09999999999999987,-0.48999999999999977,1.0
690.0,25.0,0.71,-3.52,0.04999999999999993,-0.3799999999999999,1.0
690.0,28.0,1.2,0.2,0.0,-0.36000000000000004,1.0
700.0,24.0,1.66,-4.26,0.020000000000000018,-0.45999999999999996,1.0
700.0,25.0,0.8,-3.9,0.09000000000000008,-0.3799999999999999,1.0
700.0,28.0,1.22,-0.14,0.020000000000000018,-0.34,1.0
710.0,24.0,1.67,-4.72,0.010000000000000009,-0.45999999999999996,1.0
710.0,25.0,0.89,-4.27,0.08999999999999997,-0.36999999999999966,1.0
710.0,28.0,1.32,-0.53,0.10000000000000009,-0.39,1.0
720.0,24.0,1.7,-5.18,0.030000000000000027,-0.45999999999999996,1.0
720.0,25.0,0.88,-4.65,-0.010000000000000009,-0.3800000000000008,1.0
720.0,28.0,1.34,-0.97,0.020000000000000018,-0.43999999999999995,1.0
720.0,29.0,-1.07,-5.69,,,
720.0,30.0,-1.29,-7.53,,,
730.0,24.0,1.65,-5.59,-0.050000000000000044,-0.41000000000000014,1.0
730.0,25.0,0.94,-5.06,0.05999999999999994,-0.40999999999999925,1.0
730.0,28.0,1.31,-1.39,-0.030000000000000027,-0.41999999999999993,1.0
730.0,29.0,-0.89,-5.95,0.18000000000000005,-0.2599999999999998,1.0
730.0,30.0,-1.29,-7.53,0.0,0.0,1.0
740.0,24.0,1.59,-5.98,-0.05999999999999983,-0.39000000000000057,1.0
740.0,25.0,0.93,-5.46,-0.009999999999999898,-0.40000000000000036,1.0
740.0,28.0,1.29,-1.88,-0.020000000000000018,-0.49,1.0
740.0,29.0,-0.71,-6.25,0.18000000000000005,-0.2999999999999998,1.0
740.0,30.0,-1.29,-7.53,0.0,0.0,1.0
750.0,24.0,1.65,-6.4,0.05999999999999983,-0.41999999999999993,1.0
750.0,25.0,0.97,-5.87,0.039999999999999925,-0.41000000000000014,1.0
750.0,28.0,1.2,-2.36,-0.09000000000000008,-0.48,1.0
750.0,29.0,-0.47,-6.46,0.24,-0.20999999999999996,1.0
750.0,30.0,-1.29,-7.53,0.0,0.0,1.0
760.0,24.0,1.69,-6.77,0.040000000000000036,-0.3699999999999992,1.0
760.0,25.0,0.99,-6.24,0.020000000000000018,-0.3700000000000001,1.0
760.0,28.0,1.13,-2.86,-0.07000000000000006,-0.5,1.0
760.0,29.0,-0.33,-6.79,0.13999999999999996,-0.33000000000000007,1.0
760.0,30.0,-1.29,-7.53,0.0,0.0,1.0
770.0,24.0,1.71,-7.14,0.020000000000000018,-0.3700000000000001,1.0
770.0,25.0,0.97,-6.62,-0.020000000000000018,-0.3799999999999999,1.0
770.0,28.0,1.13,-3.41,0.0,-0.5500000000000003,1.0
770.0,29.0,-0.14,-7.09,0.19,-0.2999999999999998,1.0
770.0,30.0,-1.29,-7.53,0.0,0.0,1.0
780.0,24.0,1.8,-7.43,0.09000000000000008,-0.29000000000000004,1.0
780.0,25.0,1.07,-6.99,0.10000000000000009,-0.3700000000000001,1.0
780.0,28.0,1.09,-3.95,-0.039999999999999813,-0.54,1.0
780.0,29.0,0.08,-7.34,0.22000000000000003,-0.25,1.0
780.0,30.0,-1.29,-7.53,0.0,0.0,1.0
790.0,24.0,1.88,-7.7,0.07999999999999985,-0.27000000000000046,1.0
790.0,25.0,1.13,-7.34,0.05999999999999983,-0.34999999999999964,1.0
